sku,additional_attributes
I0000236,"designer=Various Designers,size=1 Pc,type=Nail Clipper,gender=Unisex,upc=30997232410,pwwsku=ACC-1145"
I0000237,"designer=Goal Zero,size=1 Pc,type=Speakers,gender=Unisex,upc=847974000205,pwwsku=ACC-1360"
I0000238,"designer=Goal Zero,size=1 Pc,type=Speakers,gender=Unisex,upc=847974000168,pwwsku=ACC-1362"
I0000239,"designer=Goal Zero,size=1 Pc,type=Speakers,gender=Unisex,upc=847974000182,pwwsku=ACC-1361"
I0000240,"designer=Mentos,size=15 ct,type=Candy,gender=Unisex,upc=7339000011,pwwsku=ACC-1323"
I0000241,"designer=Mentos,size=15 ct,type=Mints,gender=Unisex,upc=7339002642,pwwsku=ACC-1329"
I0000242,"designer=Diptyque,size=1.23 oz,type=Room Fragrance,gender=Unisex,upc=3700431405036,pwwsku=ACC-1658"
I0000243,"designer=BIC,size=10 pk,type=Pen,gender=Unisex,upc=7033020123,pwwsku=ACC-1311"
I0000244,"designer=BIC,size=10 pk,type=Pen,gender=Unisex,upc=7033020122,pwwsku=ACC-1310"
I0000245,"designer=Sarah Jessica Parker,size=7.5 oz,type=Candle,gender=Unisex,upc=843711200174,pwwsku=ACC-1506"
I0000246,"designer=Elmers,size=1.25 oz,type=Glue,gender=Unisex,upc=2600000301,pwwsku=ACC-1299"
I0000247,"designer=Various Designers,size=1 Pc,type=Cushion,gender=Unisex,upc=1150900163,pwwsku=ACC-1056"
I0000248,"designer=Various Designers,size=1 Pc,type=Cushion,gender=Unisex,upc=1150900162,pwwsku=ACC-1057"
I0000249,"designer=Various Designers,size=4 oz,type=Tooth Paste,gender=Unisex,upc=31015808204,pwwsku=ACC-1062"
I0000250,"designer=Skittles,size=36 ct,type=Candy,gender=Unisex,upc=4000000160,pwwsku=ACC-1305"
I0000251,"designer=Shu Uemura,size=1 Pc,type=Tweezer,gender=Unisex,upc=4935421204378,pwwsku=ACC-1609"
I0000252,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243013285,pwwsku=ACC-1451"
I0000253,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243014374,pwwsku=ACC-1448"
I0000254,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243014732,pwwsku=ACC-1463"
I0000255,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243014756,pwwsku=ACC-1464"
I0000256,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243015708,pwwsku=ACC-1457"
I0000257,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243016958,pwwsku=ACC-1442"
I0000258,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243016965,pwwsku=ACC-1443"
I0000259,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243016989,pwwsku=ACC-1447"
I0000260,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243018143,pwwsku=ACC-1526"
I0000261,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243018150,pwwsku=ACC-1525"
I0000262,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243018174,pwwsku=ACC-1524"
I0000263,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243016996,pwwsku=ACC-1453"
I0000264,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017009,pwwsku=ACC-1454"
I0000265,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017016,pwwsku=ACC-1455"
I0000266,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017023,pwwsku=ACC-1445"
I0000267,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017047,pwwsku=ACC-1458"
I0000268,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017054,pwwsku=ACC-1452"
I0000269,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243017061,pwwsku=ACC-1456"
I0000270,"designer=Violife,size=3 Pc Set,type=Toothbrush, Additional Brush Head, AAA Battery,gender=Unisex,upc=819243018167,pwwsku=ACC-1527"
I0000271,"designer=Violife,size=4 Pc Set,type=Brush Head,gender=Unisex,upc=819243010130,pwwsku=ACC-1440"
I0000272,"designer=Diptyque,size=1 Pc,type=Candle Stand,gender=Unisex,upc=3700431406699,pwwsku=ACC-1637"
I0000273,"designer=Goal Zero,size=1 Pc,type=Flashlight,gender=Unisex,upc=855249002861,pwwsku=ACC-1365"
I0000274,"designer=Goal Zero,size=1 Pc,type=Flashlight,gender=Unisex,upc=843711092359,pwwsku=ACC-1371"
I0000275,"designer=Mixed Chicks,size=5 Pc,type=Hair Bands,gender=Unisex,upc=843711200495,pwwsku=ACC-1511"
I0000276,"designer=Mixed Chicks,size=5 Pc,type=Hair Bands,gender=Unisex,upc=843711200488,pwwsku=ACC-1508"
I0000277,"designer=Mixed Chicks,size=5 Pc,type=Hair Bands,gender=Unisex,upc=843711200464,pwwsku=ACC-1507"
I0000278,"designer=Mixed Chicks,size=5 Pc,type=Hair Bands,gender=Unisex,upc=843711200457,pwwsku=ACC-1510"
I0000279,"designer=Mixed Chicks,size=5 Pc,type=Hair Bands,gender=Unisex,upc=843711200471,pwwsku=ACC-1509"
I0000280,"designer=Culti,size=3.33 oz,type=Room Spray,gender=Unisex,upc=8033737518250,pwwsku=ACC-1396"
I0000281,"designer=Culti,size=3.33 oz,type=Room Spray,gender=Unisex,upc=8033737518687,pwwsku=ACC-1399"
I0000282,"designer=Culti,size=3.33 oz,type=Room Spray,gender=Unisex,upc=8033737518694,pwwsku=ACC-1400"
I0000283,"designer=Mentos,size=15 ct,type=Mints,gender=Unisex,upc=7339002634,pwwsku=ACC-1328"
I0000284,"designer=Hot Tools,size=4 oz,type=Iron Cleaner,gender=Unisex,upc=78729011553,pwwsku=ACC-1620"
I0000285,"designer=Werthers Original,size=2.75 oz,type=Candies,gender=Unisex,upc=7279983140,pwwsku=ACC-1322"
I0000286,"designer=Mentos,size=15 ct,type=Gum,gender=Unisex,upc=7339001394,pwwsku=ACC-1327"
I0000287,"designer=Shiseido,size=1 Pc,type=Empty Case,gender=Unisex,upc=730852332966,pwwsku=ACC-1432"
I0000288,"designer=Shiseido,size=1 Pc,type=Empty Case,gender=Unisex,upc=730852332997,pwwsku=ACC-1433"
I0000289,"designer=Shiseido,size=1 Pc,type=Empty Case,gender=Unisex,upc=730852111981,pwwsku=ACC-1434"
I0000290,"designer=Goal Zero,size=1 Pc,type=Solar Recharger Kit,gender=Unisex,upc=847974000670,pwwsku=ACC-1369"
I0000291,"designer=Brazilian Blowout,size=1 Pc,type=Mirror,gender=Unisex,upc=843711211927,pwwsku=ACC-1595"
I0000292,"designer=Dudleys,size=1 Pc,type=Poster,gender=Unisex,pwwsku=ACC-1159"
I0000293,"designer=Tic Tac,size=1 oz,type=Mints,gender=Unisex,upc=980000761,pwwsku=ACC-1293"
I0000294,"designer=Tic Tac,size=1 oz,type=Mints,gender=Unisex,upc=980000763,pwwsku=ACC-1294"
I0000295,"designer=Duck,size=6 Pc,type=Gel Discs,gender=Unisex,upc=5000204548181,pwwsku=ACC-1666"
I0000296,"designer=Travalo,size=1 Pc,type=Refillable Perfume Spray (Holds upto 0.17oz),gender=Unisex,upc=817016010202,pwwsku=ACC-1282"
I0000297,"designer=Travalo,size=1 Pc,type=Refillable Perfume Spray (Holds upto 0.17oz),gender=Unisex,upc=817016010233,pwwsku=ACC-1283"
I0000298,"designer=Travalo,size=1 Pc,type=Refillable Perfume Spray (Holds upto 0.17oz),gender=Unisex,upc=817016010189,pwwsku=ACC-1285"
I0000299,"designer=Byredo,size=1 Pc,type=Case,gender=Unisex,upc=7340032814897,pwwsku=ACC-1633"
I0000300,"designer=Byredo,size=1 Pc,type=Case,gender=Unisex,upc=7340032814880,pwwsku=ACC-1634"
I0000301,"designer=Various Designers,size=1 Pc,type=Trimmer,gender=Unisex,upc=7160302578,pwwsku=ACC-1143"
I0000302,"designer=Various Designers,size=1 Pc,type=Tweezer,gender=Unisex,upc=7160306847,pwwsku=ACC-1076"
I0000303,"designer=Various Designers,size=1 Pc,type=Nail Brush,gender=Unisex,upc=7160312160,pwwsku=ACC-1075"
I0000304,"designer=Various Designers,size=1 Pc,type=Tweezer,gender=Unisex,upc=7160300491,pwwsku=ACC-1058"
I0000305,"designer=Various Designers,size=1 Pc,type=Trimmer,gender=Unisex,upc=7160300247,pwwsku=ACC-1142"
I0000306,"designer=Various Designers,size=1 Pc,type=Clipper,gender=Unisex,upc=7160315000,pwwsku=ACC-1050"
I0000307,"designer=Various Designers,size=1 Pc,type=Trimmer,gender=Unisex,upc=7160362500,pwwsku=ACC-1053"
I0000308,"designer=Various Designers,size=1 Pc,type=Nail Brush,gender=Unisex,upc=7160300452,pwwsku=ACC-1054"
I0000309,"designer=Various Designers,size=1 Pc,type=Tweezer,gender=Unisex,upc=7160352900,pwwsku=ACC-1051"
I0000310,"designer=Various Designers,size=1 Pc,type=Tweezer,gender=Unisex,upc=7160353100,pwwsku=ACC-1052"
I0000311,"designer=Various Designers,size=1 Pc,type=Trimmer,gender=Unisex,upc=7160300448,pwwsku=ACC-1055"
I0000312,"designer=Skittles,size=36 ct,type=Candy,gender=Unisex,upc=4000000163,pwwsku=ACC-1307"
I0000313,"designer=Various Designers,size=1.75 oz,type=Jelly,gender=Unisex,upc=30521231100,pwwsku=ACC-1059"
I0000314,"designer=Various Designers,size=3.75 oz,type=Jelly,gender=Unisex,upc=30521232600,pwwsku=ACC-1060"
I0000315,"designer=Vicks,size=8 x 20 Pc,type=Drops,gender=Unisex,upc=32390001077,pwwsku=ACC-1036"
I0000316,"designer=Vicks,size=1 Pc,type=Nasal Inhaler,gender=Unisex,upc=32390000102,pwwsku=ACC-1041"
I0000317,"designer=Vicks,size=1.7 oz,type=Ointment,gender=Unisex,upc=32390000617,pwwsku=ACC-1330"
I0000318,"designer=Vicks,size=1.75 oz,type=Ointment,gender=Unisex,upc=32390000361,pwwsku=ACC-1042"
I0000319,"designer=Vicks,size=3.5 oz,type=Ointment,gender=Unisex,upc=32390000362,pwwsku=ACC-1043"
I0000320,"designer=Various Designers,size=15 oz,type=Shampoo,gender=Unisex,upc=2240019273,pwwsku=ACC-1078"
I0000321,"designer=Various Designers,size=15 oz,type=Shampoo,gender=Unisex,upc=2240019272,pwwsku=ACC-1077"
I0000322,"designer=Citizen,size=1 Pc,type=Pin,gender=Unisex,upc=843711221735,pwwsku=ACC-1518"
I0000323,"designer=Marvis,size=1.3 oz,type=Toothpaste,gender=Unisex,upc=8004395110322,pwwsku=ACC-1472"
I0000324,"designer=Marvis,size=3.8 oz,type=Toothpaste,gender=Unisex,upc=8004395110155,pwwsku=ACC-1482"
I0000325,"designer=Close Up,size=6 oz,type=Tooth Paste,gender=Unisex,upc=3320093730,pwwsku=ACC-1304"
I0000326,"designer=Diptyque,size=1 Pc,type=Trimmer,gender=Unisex,upc=3700431404145,pwwsku=ACC-1657"
I0000327,"designer=Skittles,size=36 ct,type=Candy,gender=Unisex,upc=4000000162,pwwsku=ACC-1306"
I0000328,"designer=Wrigley,size=5 Stick,type=Gum,gender=Unisex,upc=2200000178,pwwsku=ACC-1297"
I0000329,"designer=Post-It,size=4 Packs,type=Pads,gender=Unisex,upc=21200569005,pwwsku=ACC-1181"
I0000330,"designer=Kilian,size=0.25 oz,type=Purse Spray,gender=Women,upc=3760167028152,pwwsku=ACC-1662"
I0000331,"designer=beautyblender,size=1 Pc,type=Pouch,gender=Women,upc=851610005073,pwwsku=ACC-1530"
I0000332,"designer=Post-It,size=4 Pk,type=Pads,gender=Women,upc=2120056901,pwwsku=ACC-1295"
I0000333,"designer=Reaction Retail LLC,size=1 Pc,type=Purse Light,gender=Women,upc=817016014132,pwwsku=ACC-1616"
I0000334,"designer=TIGI,size=1 Pc,type=Scarf,gender=Women,upc=843711211064,pwwsku=ACC-1589"
I0000335,"designer=Laura Mercier,size=1 Pc,type=Case,gender=Women,upc=736150071392,pwwsku=ACC-1646"
I0000336,"designer=Deva Concepts,size=1 Pc,type=Scarf,gender=Women,upc=815934020181,pwwsku=ACC-1586"
I0000337,"designer=Bliss,size=5 Pc,type=Polishing Heads,gender=Women,upc=651043024319,pwwsku=ACC-1485"
I0000338,"designer=Jean Patou,size=1 Pc,type=Scarf,gender=Women,upc=812256020479,pwwsku=ACC-1521"
I0000339,"designer=Cowshed,size=3.38 oz,type=Room Fragrance,gender=Women,upc=5060347780978,pwwsku=ACC-1584"
I0000340,"designer=Kotex,size=20 Ct,type=Pads,gender=Women,upc=3600001279,pwwsku=ACC-1216"
I0000341,"designer=Dolce & Gabbana,size=1 Pc,type=Pareo,gender=Women,upc=737052694009,pwwsku=ACC-1373"
I0000342,"designer=Lottie London,size=6 Pc Set,type=Ties,gender=Women,upc=5060359905857,pwwsku=ACC-1517"
I0000343,"designer=Michael Kors,size=1 Pc,type=Bag,gender=Women,upc=22548180747,pwwsku=BAG-1006"
I0000344,"designer=Annick Goutal,size=6.4 oz,type=Diffuser,gender=Women,upc=711367021156,pwwsku=ACC-1588"
I0000345,"designer=Bvlgari,size=1 Pc,type=Jewelry Box (Cardboard),gender=Women,upc=783320999222,pwwsku=ACC-1529"
I0000346,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044097103,pwwsku=ACC-1009"
I0000347,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044097141,pwwsku=ACC-1005"
I0000348,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044097264,pwwsku=ACC-1013"
I0000349,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044096403,pwwsku=ACC-1011"
I0000350,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044096717,pwwsku=ACC-1012"
I0000351,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044097493,pwwsku=ACC-1008"
I0000352,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044099664,pwwsku=ACC-1014"
I0000353,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044099275,pwwsku=ACC-1010"
I0000354,"designer=Paris Hilton,size=1 Pc,type=Hand Bag,gender=Women,upc=844044099343,pwwsku=ACC-1006"
I0000355,"designer=Salvatore Ferragamo,size=1 Pc,type=Hand Bag,gender=Women,upc=843711203977,pwwsku=ACC-1516"
I0000356,"designer=Schick,size=6 Pc,type=Razors,gender=Women,upc=841058025047,pwwsku=ACC-1374"
I0000357,"designer=Shu Uemura,size=1 Pc,type=Sharpener,gender=Women,upc=4935421229937,pwwsku=ACC-1608"
I0000358,"designer=The Art Of Shaving,size=1 Pc,type=Razor,gender=Women,upc=670535600299,pwwsku=ACC-1614"
I0000359,"designer=Shiseido,size=1 Pc,type=Case,gender=Women,upc=730852112773,pwwsku=ACC-1501"
I0000360,"designer=Sarah Jessica Parker,size=0.02 oz,type=Perfume Bracelet,gender=Women,upc=3607348074402,pwwsku=ACC-1129"
I0000361,"designer=Revlon,size=1 Pc,type=Tweezer,gender=Women,upc=309973151048,pwwsku=ACC-1377"
I0000362,"designer=OPI,size=36 Pc,type=Toe Separators,gender=Women,upc=619828008565,pwwsku=ACC-1607"
I0000363,"designer=Revlon,size=1 Pc,type=Tweezer,gender=Women,upc=309972326102,pwwsku=ACC-1378"
I0000364,"designer=Michael Kors,size=1 Pc,type=Bag,gender=Women,upc=22548207796,pwwsku=ACC-1001"
I0000365,"designer=Daddy Yankee,size=3 Pc Set,type=T-Shirt Size L, Cap, Bracelet Combination,gender=Men,upc=844061003071,pwwsku=M-AP-1008"
I0000366,"designer=Oakley,size=1 Pc,type=T-Shirt,gender=Men,upc=885614530590,pwwsku=M-AP-1004"
I0000367,"designer=Oakley,size=1 Pc,type=T-Shirt,gender=Men,upc=885614530637,pwwsku=M-AP-1005"
I0000368,"designer=Oakley,size=1 Pc,type=T-Shirt,gender=Men,upc=885614530644,pwwsku=M-AP-1002"
I0000369,"designer=Oakley,size=1 Pc,type=T-Shirt,gender=Men,upc=885614530583,pwwsku=M-AP-1006"
I0000370,"designer=Oakley,size=1 Pc,type=T-Shirt,gender=Men,upc=885614530620,pwwsku=M-AP-1007"
I0000371,"designer=Brazilian Blowout,size=1 Pc,type=Apron,gender=Unisex,upc=843711121165,pwwsku=U-AP-1003"
I0000372,"designer=Bliss,size=1 Pair,type=Gloves,gender=Unisex,upc=651043012217,pwwsku=U-AP-1001"
I0000373,"designer=Paul Mitchell,size=1 Pc,type=Cape,gender=Unisex,upc=9531109596,pwwsku=U-AP-1004"
I0000374,"designer=Dolce & Gabbana,size=1 Pc,type=Bag,gender=Men,upc=730870164662,pwwsku=M-BG-1006"
I0000375,"designer=Hugo Boss,size=1 Pc,type=Bag,gender=Men,upc=730870127407,pwwsku=M-BG-1007"
I0000376,"designer=Hugo Boss,size=1 Pc,type=Bag,gender=Men,upc=737052997919,pwwsku=M-BG-1009"
I0000377,"designer=Dolce & Gabbana,size=1 Pc,type=Bag,gender=Men,upc=730870162330,pwwsku=M-BG-1008"
I0000378,"designer=Christopher Wicks,size=1 Pc,type=Toiletry Bag,gender=Men,upc=843711106599,pwwsku=M-BG-1004"
I0000379,"designer=Dolce & Gabbana,size=1 Pc,type=Bag,gender=Men,upc=737052693965,pwwsku=M-BG-1002"
I0000380,"designer=Lacoste,size=1 Pc,type=Bag,gender=Men,upc=8005610400495,pwwsku=M-BG-1010"
I0000381,"designer=Vince Camuto,size=1 Pc,type=Bag,gender=Men,upc=608940569856,pwwsku=M-BG-1011"
I0000382,"designer=Nino Cerruti,size=1 Pc,type=Handbag,gender=Unisex,upc=688575087314,pwwsku=U-BG-1003"
I0000383,"designer=Tommy Bahama,size=1 Pc,type=Bag,gender=Unisex,upc=603531787664,pwwsku=U-BG-1009"
I0000384,"designer=English Laundry,size=1 Pc,type=Bag,gender=Unisex,upc=843711199317,pwwsku=U-BG-1006"
I0000385,"designer=Lacoste,size=1 Pc,type=Bag,gender=Unisex,upc=737052555881,pwwsku=U-BG-1001"
I0000386,"designer=Lacoste,size=1 Pc,type=Bags,gender=Unisex,upc=737052859170,pwwsku=U-BG-1004"
I0000387,"designer=The Art of Shaving,size=1 Pc,type=Bag,gender=Unisex,upc=670535900269,pwwsku=U-BG-1005"
I0000388,"designer=Ahava,size=1 Pc,type=Bag,gender=Women,upc=697045320110,pwwsku=W-BG-1223"
I0000389,"designer=Coach,size=1 Pc,type=Bag,gender=Women,upc=886382113459,pwwsku=W-BG-1021"
I0000390,"designer=Steve Madden,size=1 Pc,type=Bag,gender=Women,upc=762670028653,pwwsku=W-BG-1125"
I0000391,"designer=Steve Madden,size=1 Pc,type=Bag,gender=Women,upc=762670079037,pwwsku=W-BG-1139"
I0000392,"designer=Steve Madden,size=1 Pc,type=Bags,gender=Women,upc=762670234931,pwwsku=W-BG-1216"
I0000393,"designer=Chanel,size=1 Pc,type=Bag,gender=Women,upc=3572621515210,pwwsku=W-BG-1153"
I0000394,"designer=Chanel,size=1 Pc,type=Bag,gender=Women,pwwsku=W-BG-1151"
I0000395,"designer=T3,size=1 Pc,type=Bag,gender=Women,upc=883349000746,pwwsku=W-BG-1227"
I0000396,"designer=ECSG,size=1 Pc,type=Bag,gender=Women,upc=843711211002,pwwsku=W-BG-1270"
I0000397,"designer=Dolce & Gabbana,size=1 pc,type=Bag,gender=Women,upc=737052583334,pwwsku=W-BG-1183"
I0000398,"designer=ECSG,size=1 Pc,type=Bags,gender=Women,upc=843711120199,pwwsku=W-BG-1224"
I0000399,"designer=Escada,size=1 Pc Bag,type=Handbag,gender=Women,upc=8005610269795,pwwsku=W-BG-1272"
I0000400,"designer=BCBG Max Azria,size=1 pc,type=Bag,gender=Women,upc=749200272717,pwwsku=W-BG-1160"
I0000401,"designer=Nino Cerruti,size=1 Pc,type=Handbag,gender=Women,upc=688575005578,pwwsku=W-BG-1217"
I0000402,"designer=Big Buddha,size=1 Pc,type=Bag,gender=Women,upc=762670062992,pwwsku=W-BG-1105"
I0000403,"designer=Kat Burki,size=1 Pc,type=Bag,gender=Women,pwwsku=W-BG-1269"
I0000404,"designer=Chanel,size=1 Pc,type=Bag,gender=Women,pwwsku=W-BG-1152"
I0000405,"designer=Chanel,size=1 Pc,type=Bag,gender=Women,pwwsku=W-BG-1150"
I0000406,"designer=Big Buddha,size=1 Pc,type=Bag,gender=Women,upc=762670171854,pwwsku=W-BG-1208"
I0000407,"designer=Dolce & Gabbana,size=1 Pc,type=Bag,gender=Women,upc=737052693996,pwwsku=W-BG-1190"
I0000408,"designer=Dolce & Gabbana,size=1 Pc,type=Bag,gender=Women,upc=730870164723,pwwsku=W-BG-1228"
I0000409,"designer=Kate Spade,size=1 Pc,type=Bag,gender=Women,upc=843711199539,pwwsku=W-BG-1231"
I0000410,"designer=Kate Spade,size=1 Pc,type=Bag,gender=Women,upc=98689905914,pwwsku=W-BG-1239"
I0000411,"designer=Kate Spade,size=1 Pc,type=Cosmetic Bag,gender=Women,upc=843711220486,pwwsku=W-BG-1226"
I0000412,"designer=Lottie London,size=1 Pc,type=Bag,gender=Women,upc=5060359902092,pwwsku=W-BG-1232"
I0000413,"designer=Mauboussin,size=1 Pc,type=Bags,gender=Women,upc=843711100450,pwwsku=W-BG-1222"
I0000414,"designer=Mauboussin,size=1 Pc,type=Bags,gender=Women,upc=843711100467,pwwsku=W-BG-1221"
I0000415,"designer=Lacoste,size=1 Pc,type=Bag,gender=Women,upc=8005610325132,pwwsku=W-BG-1275"
I0000416,"designer=Sarah Jessica Parker,size=1 Pc,type=Bag,gender=Women,upc=5060426151200,pwwsku=W-BG-1234"
I0000417,"designer=Kat Burki,size=1 Pc,type=Bag,gender=Women,upc=846288003803,pwwsku=W-BG-1236"
I0000418,"designer=BCBGeneration,size=1 Pc,type=Bag,gender=Women,upc=749200257523,pwwsku=W-BG-1169"
I0000419,"designer=BCBGeneration,size=1 Pc,type=Bag,gender=Women,upc=749200256977,pwwsku=W-BG-1172"
I0000420,"designer=Kevyn Aucoin,size=1 Pc,type=Brush Wrap,gender=Women,upc=836622003880,pwwsku=W-BG-1267"
I0000421,"designer=BCBGeneration,size=1 Pc,type=Bag,gender=Women,upc=749200516941,pwwsku=W-BG-1202"
I0000422,"designer=Vince Camuto,size=1 Pc,type=Bag,gender=Women,upc=608940567760,pwwsku=W-BG-1276"
I0000423,"designer=Swiss Army,size=1 Pc,type=Bag,gender=Women,upc=843711092502,pwwsku=W-BG-1211"
I0000424,"designer=Kate Spade,size=1 Pc,type=Bag,gender=Women,upc=98689905921,pwwsku=W-BG-1229"
I0000425,"designer=Kate Spade,size=1 Pc,type=Bag,gender=Women,upc=843711211187,pwwsku=W-BG-1230"
I0000426,"designer=Mustela,size=6.76 oz,type=Body Wash,gender=Kids,upc=3504108030749,pwwsku=K-BB-1049"
I0000427,"designer=Angry Birds,size=1 Pc,type=Perfumed Wipes,gender=Kids,upc=843711097484,pwwsku=K-BB-1053"
I0000428,"designer=Angry Birds,size=1 Pc,type=Perfumed Wipes,gender=Kids,upc=843711097491,pwwsku=K-BB-1054"
I0000429,"designer=Aveeno,size=8 oz,type=Skin Cleanser,gender=Kids,upc=381370038023,pwwsku=K-BB-1030"
I0000430,"designer=Burts Bees,size=1.8 oz,type=Shampoo & Body Wash,gender=Kids,upc=792850023321,pwwsku=K-BB-1088"
I0000431,"designer=Burts Bees,size=8 oz,type=Shampoo & Body Wash,gender=Kids,upc=792850003859,pwwsku=K-BB-1080"
I0000432,"designer=Burts Bees,size=21 oz,type=Shampoo & Body Wash,gender=Kids,upc=792850015418,pwwsku=K-BB-1077"
I0000433,"designer=Burts Bees,size=12 oz,type=Shampoo & Body Wash,gender=Kids,upc=792850743991,pwwsku=K-BB-1078"
I0000434,"designer=Burts Bees,size=21 oz,type=Shampoo & Body Wash,gender=Kids,upc=792850015302,pwwsku=K-BB-1075"
I0000435,"designer=Burts Bees,size=72 Pc,type=Wipes,gender=Kids,upc=792850004153,pwwsku=K-BB-1089"
I0000436,"designer=Cetaphil,size=13.5 oz,type=Lotion,gender=Kids,upc=302993936039,pwwsku=K-BB-1081"
I0000437,"designer=Aveeno,size=12 oz,type=Lotion,gender=Kids,upc=381370042297,pwwsku=K-BB-1108"
I0000438,"designer=Aveeno,size=8 oz,type=Lotion,gender=Kids,upc=381370036647,pwwsku=K-BB-1059"
